Ingredient,Preference,Type,Status,Confidence,Verify label,Notes
Ube extract,Halal,Diet,Verify against label,Low,Yes,extracts usually contain alcohol - verify; trace alcohol; processed / branded
Ube extract,Whole foods,Diet,Verify against label,Low,Yes,extracts usually contain alcohol - verify; trace alcohol; processed / branded
Ube extract,Vegan whole food,Diet,Verify against label,Low,Yes,extracts usually contain alcohol - verify; trace alcohol; processed / branded
Ube extract,Pregnancy friendly,Diet,Verify against label,Low,Yes,extracts usually contain alcohol - verify; trace alcohol; processed / branded
Vanilla extract,Halal,Diet,Verify against label,Low,Yes,extracts usually contain alcohol - verify; trace alcohol; processed / branded
Vanilla extract,Whole foods,Diet,Verify against label,Low,Yes,extracts usually contain alcohol - verify; trace alcohol; processed / branded
Vanilla extract,Vegan whole food,Diet,Verify against label,Low,Yes,extracts usually contain alcohol - verify; trace alcohol; processed / branded
Vanilla extract,Pregnancy friendly,Diet,Verify against label,Low,Yes,extracts usually contain alcohol - verify; trace alcohol; processed / branded
"Vanilla extract, pure",Halal,Diet,Verify against label,Low,Yes,extracts usually contain alcohol - verify; trace alcohol; processed / branded
"Vanilla extract, pure",Whole foods,Diet,Verify against label,Low,Yes,extracts usually contain alcohol - verify; trace alcohol; processed / branded
"Vanilla extract, pure",Vegan whole food,Diet,Verify against label,Low,Yes,extracts usually contain alcohol - verify; trace alcohol; processed / branded
"Vanilla extract, pure",Pregnancy friendly,Diet,Verify against label,Low,Yes,extracts usually contain alcohol - verify; trace alcohol; processed / branded
Vegeta,Mustard allergy,Allergy/Intolerance,Verify against label,Medium,Yes,stock/broth often contains wheat/gluten; blends/sauces often contain mustard; contains celery; stock may be meat-based; may be meat stock; meat source/process unknown; processed / branded
Vegeta,Celery allergy,Allergy/Intolerance,Excluded,Medium,Yes,stock/broth often contains wheat/gluten; blends/sauces often contain mustard; contains celery; stock may be meat-based; may be meat stock; meat source/process unknown; processed / branded
Vegeta,Wheat allergy,Allergy/Intolerance,Verify against label,Medium,Yes,stock/broth often contains wheat/gluten; blends/sauces often contain mustard; contains celery; stock may be meat-based; may be meat stock; meat source/process unknown; processed / branded
Vegeta,Gluten intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,stock/broth often contains wheat/gluten; blends/sauces often contain mustard; contains celery; stock may be meat-based; may be meat stock; meat source/process unknown; processed / branded
Vegeta,Vegan,Diet,Verify against label,Medium,Yes,stock/broth often contains wheat/gluten; blends/sauces often contain mustard; contains celery; stock may be meat-based; may be meat stock; meat source/process unknown; processed / branded
Vegeta,Vegetarian,Diet,Verify against label,Medium,Yes,stock/broth often contains wheat/gluten; blends/sauces often contain mustard; contains celery; stock may be meat-based; may be meat stock; meat source/process unknown; processed / branded
Vegeta,Pescatarian,Diet,Verify against label,Medium,Yes,stock/broth often contains wheat/gluten; blends/sauces often contain mustard; contains celery; stock may be meat-based; may be meat stock; meat source/process unknown; processed / branded
Vegeta,No red meat,Diet,Verify against label,Medium,Yes,stock/broth often contains wheat/gluten; blends/sauces often contain mustard; contains celery; stock may be meat-based; may be meat stock; meat source/process unknown; processed / branded
Vegeta,No pork,Diet,Verify against label,Medium,Yes,stock/broth often contains wheat/gluten; blends/sauces often contain mustard; contains celery; stock may be meat-based; may be meat stock; meat source/process unknown; processed / branded
Vegeta,Halal,Diet,Verify against label,Medium,Yes,stock/broth often contains wheat/gluten; blends/sauces often contain mustard; contains celery; stock may be meat-based; may be meat stock; meat source/process unknown; processed / branded
Vegeta,Kosher,Diet,Verify against label,Medium,Yes,stock/broth often contains wheat/gluten; blends/sauces often contain mustard; contains celery; stock may be meat-based; may be meat stock; meat source/process unknown; processed / branded
Vegeta,Whole foods,Diet,Verify against label,Medium,Yes,stock/broth often contains wheat/gluten; blends/sauces often contain mustard; contains celery; stock may be meat-based; may be meat stock; meat source/process unknown; processed / branded
Vegeta,Vegan whole food,Diet,Verify against label,Medium,Yes,stock/broth often contains wheat/gluten; blends/sauces often contain mustard; contains celery; stock may be meat-based; may be meat stock; meat source/process unknown; processed / branded
Verstegen Mix voor Kip Traditioneel,Whole foods,Diet,Excluded,High,No,processed / branded
Verstegen Mix voor Kip Traditioneel,Vegan whole food,Diet,Excluded,High,No,processed / branded
Verstegen Mix voor Shoarma,Whole foods,Diet,Excluded,High,No,processed / branded
Verstegen Mix voor Shoarma,Vegan whole food,Diet,Excluded,High,No,processed / branded
Vinegar,Sulfite allergy,Allergy/Intolerance,Verify against label,Medium,Yes,may contain added sulfites; fermented/aged/vinegar
Vinegar,Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,may contain added sulfites; fermented/aged/vinegar
Wasabi paste,Mustard allergy,Allergy/Intolerance,Excluded,High,No,commercial wasabi contains mustard
Whip cream stabilizer,Whole foods,Diet,Verify against label,Low,Yes,processed / branded
Whip cream stabilizer,Vegan whole food,Diet,Verify against label,Low,Yes,processed / branded
White balsamic vinegar,Fructose intolerance,Allergy/Intolerance,Excluded,High,No,contains sucrose/fructose; wine/beer = sulfites; fermented/aged/vinegar; added sugar / refined carb; added sugar
White balsamic vinegar,Sulfite allergy,Allergy/Intolerance,Excluded,High,No,contains sucrose/fructose; wine/beer = sulfites; fermented/aged/vinegar; added sugar / refined carb; added sugar
White balsamic vinegar,Histamine intolerance,Allergy/Intolerance,Excluded,High,No,contains sucrose/fructose; wine/beer = sulfites; fermented/aged/vinegar; added sugar / refined carb; added sugar
White balsamic vinegar,Diabetes friendly,Diet,Excluded,High,No,contains sucrose/fructose; wine/beer = sulfites; fermented/aged/vinegar; added sugar / refined carb; added sugar
White balsamic vinegar,PCOS friendly,Diet,Excluded,High,No,contains sucrose/fructose; wine/beer = sulfites; fermented/aged/vinegar; added sugar / refined carb; added sugar
"White Cheddar, More Nutrition",Milk allergy,Allergy/Intolerance,Excluded,Medium,Yes,dairy; lactose; processed / branded
"White Cheddar, More Nutrition",Lactose intolerance,Allergy/Intolerance,Excluded,Medium,Yes,dairy; lactose; processed / branded
"White Cheddar, More Nutrition",Vegan,Diet,Excluded,Medium,Yes,dairy; lactose; processed / branded
"White Cheddar, More Nutrition",Paleo friendly,Diet,Excluded,Medium,Yes,dairy; lactose; processed / branded
"White Cheddar, More Nutrition",Whole foods,Diet,Excluded,Medium,Yes,dairy; lactose; processed / branded
"White Cheddar, More Nutrition",Vegan whole food,Diet,Excluded,Medium,Yes,dairy; lactose; processed / branded
"White Cheddar, More Nutrition",Low FODMAP / IBS,Diet,Verify against label,Medium,Yes,dairy; lactose; processed / branded
White wine vinegar,Sulfite allergy,Allergy/Intolerance,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
White wine vinegar,Histamine intolerance,Allergy/Intolerance,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
White wine vinegar,Halal,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
White wine vinegar,Paleo friendly,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
White wine vinegar,Whole foods,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
White wine vinegar,Vegan whole food,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
White wine vinegar,Pregnancy friendly,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
"Wild garlic/Ramsons, fresh",Low FODMAP / IBS,Diet,Excluded,High,No,garlic/onion family is high-FODMAP
Worcestershire sauce,Fish allergy,Allergy/Intolerance,Excluded,Medium,Yes,contains anchovy; some brands contain soy; malt vinegar (barley); blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
Worcestershire sauce,Soy allergy,Allergy/Intolerance,Verify against label,Medium,Yes,contains anchovy; some brands contain soy; malt vinegar (barley); blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
Worcestershire sauce,Mustard allergy,Allergy/Intolerance,Verify against label,Medium,Yes,contains anchovy; some brands contain soy; malt vinegar (barley); blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
Worcestershire sauce,Gluten intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,contains anchovy; some brands contain soy; malt vinegar (barley); blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
Worcestershire sauce,Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,contains anchovy; some brands contain soy; malt vinegar (barley); blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
Worcestershire sauce,Vegan,Diet,Excluded,Medium,Yes,contains anchovy; some brands contain soy; malt vinegar (barley); blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
Worcestershire sauce,Vegetarian,Diet,Excluded,Medium,Yes,contains anchovy; some brands contain soy; malt vinegar (barley); blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
Worcestershire sauce,Whole foods,Diet,Verify against label,Medium,Yes,contains anchovy; some brands contain soy; malt vinegar (barley); blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
Worcestershire sauce,Vegan whole food,Diet,Excluded,Medium,Yes,contains anchovy; some brands contain soy; malt vinegar (barley); blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
"Worcestershire sauce, gluten free",Fish allergy,Allergy/Intolerance,Excluded,Medium,Yes,contains anchovy; some brands contain soy; blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
"Worcestershire sauce, gluten free",Soy allergy,Allergy/Intolerance,Verify against label,Medium,Yes,contains anchovy; some brands contain soy; blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
"Worcestershire sauce, gluten free",Mustard allergy,Allergy/Intolerance,Verify against label,Medium,Yes,contains anchovy; some brands contain soy; blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
"Worcestershire sauce, gluten free",Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,contains anchovy; some brands contain soy; blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
"Worcestershire sauce, gluten free",Vegan,Diet,Excluded,Medium,Yes,contains anchovy; some brands contain soy; blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
"Worcestershire sauce, gluten free",Vegetarian,Diet,Excluded,Medium,Yes,contains anchovy; some brands contain soy; blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
"Worcestershire sauce, gluten free",Whole foods,Diet,Verify against label,Medium,Yes,contains anchovy; some brands contain soy; blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
"Worcestershire sauce, gluten free",Vegan whole food,Diet,Excluded,Medium,Yes,contains anchovy; some brands contain soy; blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
"Worcestershire sauce, vegan",Soy allergy,Allergy/Intolerance,Verify against label,Medium,Yes,some brands contain soy; malt vinegar (barley); blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
"Worcestershire sauce, vegan",Mustard allergy,Allergy/Intolerance,Verify against label,Medium,Yes,some brands contain soy; malt vinegar (barley); blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
"Worcestershire sauce, vegan",Gluten intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,some brands contain soy; malt vinegar (barley); blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
"Worcestershire sauce, vegan",Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,some brands contain soy; malt vinegar (barley); blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
"Worcestershire sauce, vegan",Whole foods,Diet,Verify against label,Medium,Yes,some brands contain soy; malt vinegar (barley); blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
"Worcestershire sauce, vegan",Vegan whole food,Diet,Verify against label,Medium,Yes,some brands contain soy; malt vinegar (barley); blends/sauces often contain mustard; fermented/aged/vinegar; processed / branded
Xanthan gum,Paleo friendly,Diet,Verify against label,Low,Yes,sweetener/additive not strictly paleo; processed / branded
Xanthan gum,Whole foods,Diet,Verify against label,Low,Yes,sweetener/additive not strictly paleo; processed / branded
Xanthan gum,Vegan whole food,Diet,Verify against label,Low,Yes,sweetener/additive not strictly paleo; processed / branded
"Zero Sugar Chocolate Syrup, Hershey's",Histamine intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,moderate/variable histamine; grain/legume/refined; processed / branded
"Zero Sugar Chocolate Syrup, Hershey's",Paleo friendly,Diet,Excluded,Medium,Yes,moderate/variable histamine; grain/legume/refined; processed / branded
"Zero Sugar Chocolate Syrup, Hershey's",Whole foods,Diet,Excluded,Medium,Yes,moderate/variable histamine; grain/legume/refined; processed / branded
"Zero Sugar Chocolate Syrup, Hershey's",Vegan whole food,Diet,Excluded,Medium,Yes,moderate/variable histamine; grain/legume/refined; processed / branded
"Zeus ""der griechische Allrounder"", More Nutrition",Whole foods,Diet,Excluded,High,No,processed / branded
"Zeus ""der griechische Allrounder"", More Nutrition",Vegan whole food,Diet,Excluded,High,No,processed / branded
"Zimt & (kein) Zucker(zusatz)*, More Nutrition",Whole foods,Diet,Excluded,High,No,processed / branded
"Zimt & (kein) Zucker(zusatz)*, More Nutrition",Vegan whole food,Diet,Excluded,High,No,processed / branded
